starttime	seconds	ctime	dtime	ttime	wait
Fri Oct 13 13:58:08 2023	1697198288	18	3	22	3
Fri Oct 13 13:58:08 2023	1697198288	18	3	22	3
Fri Oct 13 13:58:08 2023	1697198288	18	3	22	3
Fri Oct 13 13:58:08 2023	1697198288	18	3	22	3
Fri Oct 13 13:58:08 2023	1697198288	18	3	22	3
Fri Oct 13 13:58:08 2023	1697198288	18	3	22	3
Fri Oct 13 13:58:08 2023	1697198288	18	3	22	3
Fri Oct 13 13:58:08 2023	1697198288	18	3	22	3
Fri Oct 13 13:58:08 2023	1697198288	18	4	22	4
Fri Oct 13 13:58:08 2023	1697198288	18	4	22	3
Fri Oct 13 13:58:08 2023	1697198288	20	3	22	3
Fri Oct 13 13:58:08 2023	1697198288	19	3	22	3
Fri Oct 13 13:58:08 2023	1697198288	20	3	22	3
Fri Oct 13 13:58:08 2023	1697198288	0	23	23	23
Fri Oct 13 13:58:08 2023	1697198288	0	23	23	23
Fri Oct 13 13:58:08 2023	1697198288	0	24	24	24
Fri Oct 13 13:58:08 2023	1697198288	19	5	25	5
Fri Oct 13 13:58:08 2023	1697198288	20	5	25	5
Fri Oct 13 13:58:08 2023	1697198288	0	25	25	0
Fri Oct 13 13:58:08 2023	1697198288	20	5	25	5
Fri Oct 13 13:58:08 2023	1697198288	20	6	26	6
Fri Oct 13 13:58:08 2023	1697198288	20	6	26	6
Fri Oct 13 13:58:08 2023	1697198288	20	6	26	6
Fri Oct 13 13:58:08 2023	1697198288	20	6	26	6
Fri Oct 13 13:58:08 2023	1697198288	20	6	26	6
Fri Oct 13 13:58:08 2023	1697198288	20	6	26	6
Fri Oct 13 13:58:08 2023	1697198288	20	6	26	6
Fri Oct 13 13:58:08 2023	1697198288	20	6	26	6
Fri Oct 13 13:58:08 2023	1697198288	0	26	26	26
Fri Oct 13 13:58:08 2023	1697198288	19	8	27	8
Fri Oct 13 13:58:08 2023	1697198288	0	27	27	27
Fri Oct 13 13:58:08 2023	1697198288	0	28	28	28
Fri Oct 13 13:58:08 2023	1697198288	0	29	29	29
Fri Oct 13 13:58:08 2023	1697198288	0	30	30	30
Fri Oct 13 13:58:08 2023	1697198288	18	14	32	14
Fri Oct 13 13:58:08 2023	1697198288	18	14	32	14
Fri Oct 13 13:58:08 2023	1697198288	18	14	32	14
Fri Oct 13 13:58:08 2023	1697198288	18	14	33	14
Fri Oct 13 13:58:08 2023	1697198288	18	14	33	14
Fri Oct 13 13:58:08 2023	1697198288	18	14	33	14
Fri Oct 13 13:58:08 2023	1697198288	18	14	33	14
Fri Oct 13 13:58:08 2023	1697198288	18	15	33	15
Fri Oct 13 13:58:08 2023	1697198288	18	15	33	15
Fri Oct 13 13:58:08 2023	1697198288	18	15	34	15
Fri Oct 13 13:58:08 2023	1697198288	18	15	34	15
Fri Oct 13 13:58:08 2023	1697198288	18	15	34	15
Fri Oct 13 13:58:08 2023	1697198288	0	34	34	34
Fri Oct 13 13:58:08 2023	1697198288	0	34	34	34
Fri Oct 13 13:58:08 2023	1697198288	0	34	34	34
Fri Oct 13 13:58:08 2023	1697198288	18	16	35	16
Fri Oct 13 13:58:08 2023	1697198288	18	16	35	16
Fri Oct 13 13:58:08 2023	1697198288	0	35	35	35
Fri Oct 13 13:58:08 2023	1697198288	0	35	35	35
Fri Oct 13 13:58:08 2023	1697198288	0	35	35	35
Fri Oct 13 13:58:08 2023	1697198288	18	17	35	17
Fri Oct 13 13:58:08 2023	1697198288	0	36	36	36
Fri Oct 13 13:58:08 2023	1697198288	18	18	37	18
Fri Oct 13 13:58:08 2023	1697198288	18	18	37	18
Fri Oct 13 13:58:08 2023	1697198288	0	37	38	37
Fri Oct 13 13:58:08 2023	1697198288	0	40	41	40
Fri Oct 13 13:58:08 2023	1697198288	0	41	41	41
Fri Oct 13 13:58:08 2023	1697198288	0	44	45	44
Fri Oct 13 13:58:08 2023	1697198288	0	44	45	44
Fri Oct 13 13:58:08 2023	1697198288	0	48	48	48
Fri Oct 13 13:58:08 2023	1697198288	0	48	49	48
Fri Oct 13 13:58:08 2023	1697198288	0	53	54	53
Fri Oct 13 13:58:08 2023	1697198288	0	54	54	54
Fri Oct 13 13:58:08 2023	1697198288	0	54	54	54
Fri Oct 13 13:58:08 2023	1697198288	0	54	54	54
Fri Oct 13 13:58:08 2023	1697198288	0	54	54	54
Fri Oct 13 13:58:08 2023	1697198288	0	54	55	54
Fri Oct 13 13:58:08 2023	1697198288	0	55	55	55
Fri Oct 13 13:58:08 2023	1697198288	0	55	56	55
Fri Oct 13 13:58:08 2023	1697198288	0	57	57	57
Fri Oct 13 13:58:08 2023	1697198288	0	57	57	57
Fri Oct 13 13:58:08 2023	1697198288	0	57	57	57
Fri Oct 13 13:58:08 2023	1697198288	0	57	58	57
Fri Oct 13 13:58:08 2023	1697198288	0	58	58	58
Fri Oct 13 13:58:08 2023	1697198288	0	58	58	58
Fri Oct 13 13:58:08 2023	1697198288	0	58	58	58
Fri Oct 13 13:58:08 2023	1697198288	0	58	58	58
Fri Oct 13 13:58:08 2023	1697198288	0	58	58	58
Fri Oct 13 13:58:08 2023	1697198288	0	58	58	58
Fri Oct 13 13:58:08 2023	1697198288	0	58	58	58
Fri Oct 13 13:58:08 2023	1697198288	0	60	60	60
Fri Oct 13 13:58:08 2023	1697198288	0	60	60	60
Fri Oct 13 13:58:08 2023	1697198288	0	60	60	60
Fri Oct 13 13:58:08 2023	1697198288	0	60	60	60
Fri Oct 13 13:58:08 2023	1697198288	0	60	60	60
Fri Oct 13 13:58:08 2023	1697198288	0	60	60	60
Fri Oct 13 13:58:08 2023	1697198288	0	60	60	60
Fri Oct 13 13:58:08 2023	1697198288	0	60	60	60
Fri Oct 13 13:58:08 2023	1697198288	0	60	60	60
Fri Oct 13 13:58:08 2023	1697198288	0	60	60	60
Fri Oct 13 13:58:08 2023	1697198288	0	60	61	60
Fri Oct 13 13:58:08 2023	1697198288	0	61	61	61
Fri Oct 13 13:58:08 2023	1697198288	0	61	61	61
Fri Oct 13 13:58:08 2023	1697198288	0	61	61	61
Fri Oct 13 13:58:08 2023	1697198288	0	61	61	61
Fri Oct 13 13:58:08 2023	1697198288	0	64	64	64
